# Omega_m      Omega_b         h            n_s       sigma_8       M_nu           fR0
4.427343e-01 5.640649e-02 6.015799e-01 9.055725e-01 7.540614e-01 9.950331e-01 -1.475364e-04
2.855949e-01 3.663159e-02 7.915118e-01 1.197554e+00 8.110734e-01 1.376529e-01 -2.990983e-04
2.297773e-01 5.349491e-02 8.369010e-01 1.102978e+00 8.729340e-01 3.829692e-01 -8.962991e-05
4.977600e-01 3.331015e-02 5.688372e-01 9.939065e-01 7.173969e-01 7.516032e-01 -2.421622e-04
3.157851e-01 6.997730e-02 7.043443e-01 1.091063e+00 6.475734e-01 7.665481e-01 -3.333758e-05
1.617459e-01 4.947974e-02 6.895771e-01 8.120727e-01 9.937333e-01 1.185925e-01 -1.859453e-04
1.620776e-01 6.000965e-02 8.524446e-01 9.502467e-01 6.848292e-01 9.506664e-01 -1.601656e-04
3.158478e-01 4.054598e-02 5.406438e-01 1.146619e+00 9.308915e-01 1.822613e-01 -1.224238e-05
4.979386e-01 5.649113e-02 7.824867e-01 8.430189e-01 8.102875e-01 3.229711e-01 -2.538846e-04
2.299808e-01 3.671526e-02 6.239810e-01 1.060098e+00 7.548481e-01 5.643884e-01 -1.060325e-04
2.858972e-01 5.356781e-02 5.536475e-01 1.040618e+00 7.166102e-01 8.072591e-01 -2.733207e-04
4.428173e-01 3.338145e-02 8.402714e-01 8.562536e-01 8.737199e-01 7.812322e-02 -1.264390e-04
3.748896e-01 6.989364e-02 6.860322e-01 1.153702e+00 9.913971e-01 4.352817e-01 -2.170284e-04
1.038307e-01 4.939509e-02 7.197027e-01 9.494189e-01 6.499104e-01 6.995322e-01 -7.022211e-05
1.304486e-01 5.818204e-02 6.541753e-01 8.781605e-01 9.237242e-01 5.722251e-01 -2.829179e-04
3.982604e-01 3.862069e-02 7.394502e-01 1.024973e+00 6.666128e-01 3.148927e-01 -1.355829e-04
4.162612e-01 6.466413e-02 5.874392e-01 9.150731e-01 7.999138e-01 2.060494e-01 -1.891347e-04
2.624418e-01 4.479058e-02 8.193702e-01 1.181811e+00 8.413990e-01 9.266366e-01 -4.187534e-05
2.035103e-01 6.539541e-02 7.522037e-01 1.118478e+00 8.808958e-01 6.769226e-01 -1.699000e-04
4.744223e-01 4.530674e-02 6.421546e-01 9.846508e-01 7.348318e-01 4.576496e-01 -2.126737e-05
3.424534e-01 5.172064e-02 8.815618e-01 1.075703e+00 6.048516e-01 7.049780e-02 -2.261101e-04
1.854849e-01 3.131977e-02 5.244172e-01 8.211757e-01 9.602893e-01 8.146428e-01 -7.754822e-05
1.886094e-01 5.005033e-02 7.258066e-01 1.164744e+00 7.702463e-01 4.974988e-01 -1.199747e-07
3.330782e-01 3.049019e-02 6.673322e-01 9.321410e-01 8.148073e-01 6.354270e-01 -1.532450e-04
4.525471e-01 6.653730e-02 8.091690e-01 1.029394e+00 9.440076e-01 8.680221e-01 -9.383901e-05
2.191347e-01 4.666496e-02 5.973490e-01 8.737404e-01 6.900703e-01 1.933906e-02 -2.470352e-04
2.655666e-01 6.352103e-02 6.300856e-01 8.261292e-01 6.251840e-01 2.694892e-01 -1.143188e-04
4.068856e-01 4.343357e-02 7.637859e-01 1.070748e+00 9.836977e-01 6.158913e-01 -2.663979e-04
3.763848e-01 5.985114e-02 5.095406e-01 9.673423e-01 8.511792e-01 8.792951e-01 -5.802655e-05
1.460734e-01 3.945148e-02 8.961469e-01 1.135785e+00 7.082893e-01 2.555210e-01 -2.101811e-04
1.194563e-01 6.812550e-02 5.308148e-01 1.092591e+00 8.337019e-01 1.195417e-01 -1.427988e-04
3.530148e-01 4.866304e-02 8.627634e-01 8.105246e-01 7.751867e-01 7.675778e-01 -2.941591e-04
4.334425e-01 5.461186e-02 6.107585e-01 1.101381e+00 6.582927e-01 7.506162e-01 -4.901551e-05
2.890228e-01 3.483721e-02 7.960037e-01 9.954835e-01 9.011811e-01 3.820679e-01 -2.004515e-04
2.456060e-01 5.544586e-02 8.257671e-01 9.040323e-01 9.648116e-01 1.386704e-01 -2.848083e-05
4.760642e-01 3.526072e-02 5.686416e-01 1.199090e+00 6.202489e-01 9.959040e-01 -1.811436e-04
3.064734e-01 6.177658e-02 7.080549e-01 8.893859e-01 7.400738e-01 5.149935e-01 -8.469079e-05
1.652028e-01 4.127924e-02 6.979745e-01 1.007487e+00 8.940094e-01 3.701452e-01 -2.374245e-04
1.698561e-01 5.726189e-02 5.782676e-01 1.126590e+00 6.381862e-01 4.052071e-01 -1.016628e-04
3.018277e-01 3.703656e-02 8.148731e-01 9.702807e-01 9.968705e-01 7.274317e-01 -2.485760e-04
4.837995e-01 6.124825e-02 6.614091e-01 1.066631e+00 8.635711e-01 7.752473e-01 -7.955134e-06
2.378905e-01 4.071073e-02 7.451101e-01 8.364903e-01 7.205097e-01 1.118270e-01 -1.547929e-04
2.968176e-01 6.884967e-02 8.778459e-01 8.637830e-01 7.571986e-01 3.625060e-01 -6.485570e-05
4.256401e-01 4.934699e-02 5.160267e-01 1.033084e+00 8.016862e-01 5.226781e-01 -2.127372e-04
3.576300e-01 5.268039e-02 7.570823e-01 9.303859e-01 9.316681e-01 9.727949e-01 -1.211367e-04
1.148212e-01 3.286551e-02 6.486071e-01 1.172730e+00 6.778034e-01 1.618245e-01 -2.689471e-04
1.382035e-01 6.408891e-02 7.768299e-01 1.004939e+00 9.516905e-01 2.712995e-02 -5.508041e-05
3.842593e-01 4.396123e-02 6.167502e-01 8.981898e-01 6.072012e-01 8.601861e-01 -2.037537e-04
4.021961e-01 5.807588e-02 8.569448e-01 1.188339e+00 7.278069e-01 6.586875e-01 -1.488703e-04
2.702730e-01 3.763600e-02 5.498185e-01 9.085400e-01 8.816700e-01 4.741930e-01 -2.974728e-04
2.143612e-01 5.202265e-02 6.795827e-01 9.921849e-01 8.468748e-01 2.322906e-01 -9.209794e-05
4.573160e-01 3.242233e-02 7.148271e-01 1.110949e+00 7.881888e-01 9.025705e-01 -2.394004e-04
3.252221e-01 6.585276e-02 5.620410e-01 8.021472e-01 6.705132e-01 6.081307e-01 -3.588119e-05
1.964487e-01 4.594024e-02 8.439903e-01 1.094736e+00 9.135730e-01 2.772951e-01 -1.831079e-04
1.808239e-01 6.720964e-02 6.047118e-01 9.379112e-01 7.043894e-01 9.187994e-01 -2.606968e-04
3.470976e-01 4.708317e-02 7.883815e-01 1.158967e+00 8.613283e-01 2.138411e-01 -1.085850e-04
4.666916e-01 5.119173e-02 5.349236e-01 8.560731e-01 9.782239e-01 2.915878e-01 -1.669890e-04
2.112364e-01 3.075306e-02 8.715482e-01 1.047054e+00 6.369086e-01 5.954845e-01 -1.480189e-05
2.546485e-01 5.890559e-02 7.012140e-01 1.052477e+00 6.970956e-01 8.379175e-01 -2.248601e-04
4.240713e-01 3.930648e-02 6.927091e-01 8.444069e-01 9.432314e-01 4.726848e-02 -7.177575e-05
3.936345e-01 6.273082e-02 8.337707e-01 1.140953e+00 8.234082e-01 4.654566e-01 -2.811411e-04
1.350791e-01 4.281951e-02 5.719691e-01 9.621826e-01 7.678962e-01 6.691612e-01 -1.279856e-04
1.116961e-01 5.413506e-02 8.003871e-01 8.163024e-01 8.932356e-01 5.412047e-01 -1.965408e-04
3.670044e-01 3.391095e-02 5.932433e-01 1.086821e+00 7.470983e-01 3.461092e-01 -4.383618e-05
4.475145e-01 6.811654e-02 7.334318e-01 9.778238e-01 6.178997e-01 1.745455e-01 -2.903308e-04
2.811924e-01 4.758024e-02 6.733819e-01 1.119049e+00 9.734101e-01 9.583368e-01 -1.375554e-04
2.347650e-01 6.198016e-02 5.062161e-01 1.180812e+00 9.113326e-01 7.072179e-01 -2.321850e-04
4.931743e-01 4.247870e-02 8.881464e-01 9.223024e-01 6.543920e-01 4.276416e-01 -8.085617e-05
3.237025e-01 5.580600e-02 6.353541e-01 1.012647e+00 7.869121e-01 1.012766e-01 -1.759683e-04
1.542306e-01 3.599234e-02 7.706299e-01 8.842184e-01 8.282257e-01 7.841511e-01 -2.456381e-05
1.530378e-01 5.309404e-02 6.384035e-01 1.083629e+00 9.976759e-01 6.829745e-01 -6.007700e-05
3.194336e-01 3.261479e-02 7.547337e-01 8.132541e-01 6.422613e-01 4.496643e-01 -2.081306e-04
4.888990e-01 6.910738e-02 5.215705e-01 1.122104e+00 7.224376e-01 6.350191e-02 -1.163693e-04
2.335659e-01 4.894093e-02 8.849459e-01 9.810291e-01 8.684754e-01 8.235724e-01 -2.643475e-04
2.760871e-01 6.079584e-02 7.426825e-01 9.192593e-01 8.037611e-01 5.787680e-01 -9.706136e-05
4.455830e-01 4.100021e-02 6.511875e-01 1.177620e+00 7.623480e-01 3.064160e-01 -2.438128e-04
3.650792e-01 5.696482e-02 8.219422e-01 8.874218e-01 6.792430e-01 1.985773e-01 -3.342374e-06
1.065971e-01 3.748199e-02 5.837438e-01 1.015707e+00 9.362793e-01 9.360421e-01 -1.500227e-04
1.331531e-01 6.619133e-02 8.432163e-01 1.161965e+00 6.123514e-01 8.002594e-01 -8.732726e-05
3.885347e-01 4.577070e-02 5.503603e-01 9.411509e-01 9.537631e-01 8.705658e-02 -2.347881e-04
4.189652e-01 5.220406e-02 7.233553e-01 1.043800e+00 8.862835e-01 4.413374e-01 -3.111722e-05
2.527163e-01 3.209623e-02 6.834052e-01 8.530668e-01 7.292457e-01 6.915431e-01 -1.785072e-04
2.069604e-01 5.769855e-02 5.381687e-01 8.476492e-01 7.922647e-01 9.431905e-01 -5.048010e-05
4.654918e-01 3.784430e-02 8.562384e-01 1.055473e+00 8.476779e-01 1.916706e-01 -1.989870e-04
3.459041e-01 6.386814e-02 6.206517e-01 9.591708e-01 9.184796e-01 3.295178e-01 -1.442633e-04
1.765542e-01 4.432669e-02 7.853760e-01 1.137700e+00 6.724403e-01 5.559080e-01 -2.926945e-04
1.984298e-01 6.305717e-02 5.648477e-01 8.949347e-01 8.566190e-01 1.461496e-01 -2.202508e-04
3.302793e-01 4.263777e-02 8.282421e-01 1.001931e+00 7.026572e-01 9.864910e-01 -6.699978e-05
4.623670e-01 5.907478e-02 6.950851e-01 9.115373e-01 6.326378e-01 5.084583e-01 -2.765431e-04
2.163359e-01 3.896818e-02 7.113840e-01 1.191578e+00 9.772236e-01 3.786140e-01 -1.232166e-04
2.745915e-01 5.082660e-02 8.660506e-01 1.107939e+00 9.388151e-01 1.265304e-01 -2.559352e-04
4.033407e-01 3.097357e-02 5.278697e-01 9.889337e-01 6.958518e-01 7.586556e-01 -1.039820e-04
3.854103e-01 6.700107e-02 7.986305e-01 1.097979e+00 7.625512e-01 7.445566e-01 -1.622161e-04
1.425283e-01 4.746085e-02 6.071058e-01 8.051436e-01 8.211383e-01 3.900611e-01 -1.019185e-05
1.159715e-01 5.621233e-02 7.667736e-01 9.733383e-01 7.458552e-01 2.629502e-01 -2.275746e-04
3.619540e-01 3.573429e-02 6.268533e-01 1.129797e+00 8.888170e-01 6.243638e-01 -7.608362e-05
4.299578e-01 6.223055e-02 8.998423e-01 8.333001e-01 9.711425e-01 8.867781e-01 -1.713646e-04
2.979615e-01 4.206532e-02 5.069686e-01 1.063584e+00 6.125538e-01 2.461042e-01 -1.980286e-05
2.429407e-01 6.767145e-02 6.648021e-01 1.036286e+00 6.526606e-01 4.914355e-01 -1.917711e-04
4.857735e-01 4.787704e-02 7.295576e-01 8.668411e-01 9.066210e-01 6.434240e-01 -3.923889e-05
3.038080e-01 5.384531e-02 5.939649e-01 1.169686e+00 8.272277e-01 8.750145e-01 -2.855544e-04
1.749126e-01 3.436371e-02 8.120155e-01 9.271918e-01 7.826405e-01 1.041312e-02 -1.329465e-04
1.671770e-01 6.964566e-02 7.173086e-01 8.072826e-01 9.261305e-01 2.383200e-01 -2.779182e-04
3.115238e-01 4.981088e-02 6.757831e-01 1.089596e+00 6.831426e-01 8.946076e-01 -1.312086e-04
4.811205e-01 5.316388e-02 8.473252e-01 9.984952e-01 7.506236e-01 6.011119e-01 -2.216372e-04
2.475861e-01 3.364190e-02 5.591451e-01 1.104634e+00 8.092347e-01 2.862475e-01 -7.499867e-05
2.933467e-01 5.677848e-02 6.138109e-01 1.196091e+00 8.692518e-01 3.363489e-02 -1.649380e-04
4.345925e-01 3.626010e-02 7.801105e-01 9.007923e-01 7.154119e-01 8.517474e-01 -1.685300e-05
3.541589e-01 6.045233e-02 5.461723e-01 1.010741e+00 6.446117e-01 6.511779e-01 -2.586457e-04
1.237742e-01 4.024677e-02 8.595659e-01 8.923923e-01 9.890748e-01 4.836361e-01 -1.106361e-04
1.472183e-01 5.154897e-02 5.127887e-01 9.351840e-01 6.654153e-01 3.554834e-01 -1.745032e-04
3.807035e-01 3.165559e-02 8.808401e-01 1.167937e+00 9.192538e-01 5.316344e-01 -2.602890e-05
4.112103e-01 6.506658e-02 6.460286e-01 8.705373e-01 8.390789e-01 9.788281e-01 -2.307200e-04
2.667174e-01 4.548600e-02 7.607834e-01 1.026334e+00 7.946144e-01 1.538578e-01 -8.232133e-05
2.241917e-01 6.487518e-02 8.186176e-01 1.073939e+00 7.331460e-01 3.976937e-01 -2.876938e-04
4.545279e-01 4.441538e-02 5.757432e-01 8.291776e-01 8.761325e-01 7.368785e-01 -1.401923e-04
3.350532e-01 5.854965e-02 7.479510e-01 1.132729e+00 9.592388e-01 7.817560e-01 -1.939038e-04
1.936605e-01 3.840266e-02 6.580314e-01 9.641367e-01 6.006264e-01 1.033846e-01 -4.647323e-05
1.842853e-01 5.967213e-02 8.906706e-01 1.021771e+00 8.156644e-01 7.147200e-01 -1.190856e-04
3.381776e-01 3.977998e-02 5.024715e-01 8.751021e-01 7.742759e-01 4.182057e-01 -2.709981e-04
4.701524e-01 6.318486e-02 7.740074e-01 1.184855e+00 6.919518e-01 9.476375e-02 -6.280467e-05
2.023166e-01 4.360551e-02 6.325132e-01 9.182672e-01 9.489643e-01 7.925974e-01 -2.147883e-04
2.573418e-01 6.675567e-02 5.902490e-01 9.815935e-01 9.858243e-01 5.482309e-01 -4.732152e-06
4.143351e-01 4.629710e-02 8.036251e-01 1.115271e+00 6.302878e-01 3.371495e-01 -1.580158e-04
3.963283e-01 5.042525e-02 6.696807e-01 8.243659e-01 7.096825e-01 1.685240e-01 -9.843991e-05
1.253427e-01 3.027949e-02 7.360102e-01 1.078750e+00 8.558429e-01 9.662920e-01 -2.517990e-04
1.018994e-01 6.151639e-02 6.894283e-01 1.149630e+00 7.802912e-01 8.314009e-01 -3.324421e-05
3.697845e-01 4.168282e-02 7.041533e-01 9.534980e-01 8.358263e-01 5.571856e-02 -1.857450e-04
4.377181e-01 5.502973e-02 5.693479e-01 1.056854e+00 9.058471e-01 4.729625e-01 -8.946091e-05
2.839719e-01 3.550896e-02 8.374168e-01 8.400223e-01 6.596852e-01 6.597215e-01 -2.420374e-04
2.257116e-01 5.491141e-02 7.921810e-01 8.595086e-01 6.242792e-01 9.127742e-01 -1.474052e-04
4.967457e-01 3.439426e-02 6.022302e-01 1.043626e+00 9.656664e-01 2.218001e-01 -2.989380e-04
3.146490e-01 6.858039e-02 8.744440e-01 9.464218e-01 8.989684e-01 2.986178e-01 -5.361524e-05
1.578026e-01 4.837604e-02 5.315887e-01 1.150464e+00 7.419545e-01 5.865210e-01 -2.052187e-04
1.588267e-01 5.795046e-02 7.972882e-01 9.127665e-01 8.659794e-01 1.144736e-01 -9.269962e-05
3.128442e-01 3.774616e-02 6.090830e-01 1.184118e+00 7.245437e-01 7.707275e-01 -2.411333e-04
4.948404e-01 6.428148e-02 8.673442e-01 8.805418e-01 6.420229e-01 7.247618e-01 -3.641878e-05
2.268367e-01 4.376438e-02 5.258438e-01 1.022594e+00 9.990855e-01 4.098708e-01 -1.849232e-04
2.826509e-01 6.565958e-02 6.961345e-01 1.078107e+00 9.356511e-01 1.572736e-01 -5.455598e-05
4.398182e-01 4.613891e-02 7.095046e-01 8.187703e-01 6.802627e-01 9.753519e-01 -2.019435e-04
3.717837e-01 5.214625e-02 5.638471e-01 1.116194e+00 7.594606e-01 5.273127e-01 -1.482635e-04
1.006791e-01 3.231277e-02 8.301705e-01 9.869326e-01 8.054758e-01 3.597446e-01 -2.957267e-04
1.271504e-01 6.104531e-02 5.960886e-01 8.406620e-01 7.302647e-01 4.793789e-01 -6.428091e-05
3.953009e-01 4.089964e-02 8.108197e-01 1.062453e+00 8.856545e-01 6.554955e-01 -2.109590e-04
4.132133e-01 5.737572e-02 6.627273e-01 9.525777e-01 9.554786e-01 8.552196e-01 -1.204978e-04
2.592443e-01 3.691725e-02 7.308024e-01 1.144288e+00 6.094647e-01 3.022310e-02 -2.672514e-04
2.002197e-01 5.256473e-02 8.980117e-01 1.155961e+00 6.745456e-01 2.740740e-01 -1.023057e-04
4.714704e-01 3.298544e-02 5.080669e-01 9.471615e-01 9.159828e-01 6.132251e-01 -2.502860e-04
3.394009e-01 6.905201e-02 7.685555e-01 1.038189e+00 8.490881e-01 9.056327e-01 -8.515616e-06
1.822829e-01 4.915991e-02 6.257063e-01 8.586833e-01 7.920270e-01 2.272346e-01 -1.565670e-04
1.916573e-01 6.792946e-02 8.239690e-01 1.102224e+00 9.758140e-01 5.908434e-01 -2.339907e-04
3.362757e-01 4.778257e-02 5.824495e-01 9.946426e-01 6.328762e-01 2.943558e-01 -8.138517e-05
4.558452e-01 5.425499e-02 7.407046e-01 1.091871e+00 7.005511e-01 2.183837e-01 -1.777098e-04
2.220941e-01 3.379530e-02 6.525306e-01 8.112450e-01 8.591150e-01 9.162511e-01 -2.517520e-05
2.686191e-01 5.568668e-02 5.196415e-01 8.886399e-01 8.194237e-01 6.718394e-01 -1.948033e-04
4.100877e-01 3.610617e-02 8.859473e-01 1.008231e+00 7.654385e-01 4.607842e-01 -4.323910e-05
3.796754e-01 6.216907e-02 6.402838e-01 9.048500e-01 6.948321e-01 4.462839e-02 -2.885109e-04
1.490252e-01 4.227576e-02 7.536835e-01 1.198272e+00 9.394433e-01 8.424306e-01 -1.370224e-04
1.225546e-01 5.108217e-02 6.194063e-01 1.030089e+00 6.154405e-01 9.552663e-01 -2.231547e-04
3.561589e-01 3.087666e-02 7.874516e-01 8.730444e-01 9.694270e-01 1.796102e-01 -7.112831e-05
4.366934e-01 6.740831e-02 5.393654e-01 1.163877e+00 8.894460e-01 3.493238e-01 -2.793715e-04
2.920265e-01 4.689000e-02 8.541140e-01 9.330064e-01 7.448363e-01 5.361171e-01 -1.274205e-04
2.487119e-01 6.253397e-02 7.245032e-01 9.665491e-01 7.828782e-01 7.891240e-01 -2.624795e-04
4.792159e-01 4.301208e-02 6.816226e-01 1.136580e+00 8.258174e-01 9.817667e-02 -1.091552e-04
3.097198e-01 5.901575e-02 8.421174e-01 8.268996e-01 9.091177e-01 4.224641e-01 -1.686894e-04
1.682019e-01 3.918106e-02 5.521917e-01 1.069980e+00 6.505553e-01 7.104012e-01 -1.543617e-05
1.729117e-01 6.446546e-02 6.715114e-01 1.189107e+00 8.062504e-01 5.593247e-01 -1.704651e-04
3.050267e-01 4.498376e-02 7.349120e-01 9.077700e-01 7.524368e-01 3.260406e-01 -2.303690e-05
4.870931e-01 5.829160e-02 5.884672e-01 1.004145e+00 6.826112e-01 1.873480e-01 -2.267575e-04
2.408393e-01 3.849709e-02 8.047723e-01 8.989827e-01 9.270518e-01 9.474527e-01 -7.925367e-05
2.998686e-01 5.161048e-02 7.718838e-01 8.012815e-01 9.889348e-01 7.026331e-01 -2.822836e-04
4.288345e-01 3.144519e-02 6.337091e-01 1.095604e+00 6.459243e-01 4.303078e-01 -1.338826e-04
3.609313e-01 6.559226e-02 8.927455e-01 9.928813e-01 7.128176e-01 7.493896e-02 -1.885645e-04
1.177777e-01 4.511416e-02 5.012268e-01 1.110253e+00 8.714548e-01 8.124375e-01 -4.009265e-05
1.413064e-01 5.637120e-02 8.733947e-01 1.067449e+00 7.959263e-01 9.238676e-01 -2.727093e-04
3.874140e-01 3.683091e-02 5.334682e-01 8.356731e-01 8.389382e-01 2.106914e-01 -1.246975e-04
4.054393e-01 6.019673e-02 7.931817e-01 1.125847e+00 9.214576e-01 3.174421e-01 -2.164994e-04
2.732751e-01 4.034364e-02 6.003019e-01 9.710263e-01 6.628217e-01 5.676816e-01 -6.841653e-05
2.174564e-01 6.970474e-02 5.706903e-01 9.296651e-01 6.024387e-01 8.193143e-01 -1.606986e-04
4.604631e-01 4.959803e-02 8.354398e-01 1.173450e+00 9.562538e-01 6.782049e-02 -1.406227e-05
3.284699e-01 5.368713e-02 6.881347e-01 8.646244e-01 8.770545e-01 4.531374e-01 -2.544817e-04
1.994555e-01 3.326762e-02 7.061793e-01 1.032240e+00 7.326154e-01 6.795618e-01 -1.077700e-04
1.775807e-01 5.449803e-02 5.450244e-01 9.753944e-01 9.480430e-01 2.253009e-02 -3.017656e-05
3.440954e-01 3.495652e-02 8.613486e-01 1.121477e+00 6.924832e-01 8.628372e-01 -1.817825e-04
4.635887e-01 6.832844e-02 6.149099e-01 8.185593e-01 7.724627e-01 6.323348e-01 -8.646892e-05
2.080816e-01 4.847413e-02 7.782792e-01 1.084561e+00 8.186487e-01 5.024643e-01 -2.379992e-04
2.514007e-01 6.157424e-02 8.485707e-01 1.014979e+00 8.536400e-01 2.504256e-01 -1.410246e-04
4.210645e-01 4.146632e-02 5.570695e-01 8.818871e-01 7.122769e-01 8.825171e-01 -2.935987e-04
3.905392e-01 5.556152e-02 7.161120e-01 1.178457e+00 6.289752e-01 6.209482e-01 -4.730546e-05
1.319319e-01 3.514079e-02 6.779075e-01 9.246597e-01 9.859643e-01 2.664261e-01 -1.998086e-04
1.084025e-01 6.634473e-02 7.498801e-01 8.537917e-01 6.622788e-01 3.865887e-01 -1.125034e-04
3.640557e-01 4.686181e-02 6.570301e-01 1.049337e+00 9.036433e-01 7.479686e-01 -2.658604e-04
4.444589e-01 5.017575e-02 8.167374e-01 9.403162e-01 8.359670e-01 7.629131e-01 -5.629362e-05
2.779934e-01 3.038003e-02 5.767935e-01 1.156562e+00 7.789793e-01 1.222125e-01 -2.095794e-04
2.314637e-01 5.972754e-02 6.440019e-01 1.143332e+00 7.424851e-01 3.675892e-01 -1.866065e-06
4.902179e-01 3.956104e-02 7.620778e-01 9.598008e-01 8.980464e-01 5.195435e-01 -1.538518e-04
3.206515e-01 6.371420e-02 5.147667e-01 1.050170e+00 9.686514e-01 9.986643e-01 -9.564919e-05
1.510362e-01 4.323490e-02 8.794970e-01 8.467138e-01 6.224669e-01 1.340367e-01 -2.475596e-04
1.561361e-01 6.517612e-02 5.113720e-01 1.046130e+00 7.546097e-01 2.815535e-01 -2.870463e-04
3.225777e-01 4.536242e-02 8.950479e-01 8.507343e-01 8.116970e-01 6.038118e-01 -1.384869e-04
4.921499e-01 5.135029e-02 6.283030e-01 1.159609e+00 9.283956e-01 8.990972e-01 -1.933387e-04
2.365696e-01 3.184877e-02 7.649337e-01 9.435062e-01 6.869353e-01 2.357035e-01 -4.470369e-05
2.791930e-01 5.874649e-02 8.070446e-01 9.567425e-01 6.470230e-01 4.863673e-01 -1.750734e-04
4.487348e-01 3.821009e-02 5.985456e-01 1.140131e+00 9.931118e-01 6.465736e-01 -2.781160e-05
3.683255e-01 6.476501e-02 7.278821e-01 8.499080e-01 8.730916e-01 8.491603e-01 -2.313543e-04
1.095962e-01 4.454081e-02 6.660866e-01 1.053214e+00 7.176299e-01 3.821611e-02 -8.402163e-05
1.362010e-01 5.335096e-02 7.070047e-01 1.124485e+00 8.431144e-01 1.507343e-01 -1.654670e-04
3.917322e-01 3.343956e-02 6.998547e-01 9.786493e-01 7.970273e-01 9.838247e-01 -1.865858e-05
4.222633e-01 6.952574e-02 8.267684e-01 1.081323e+00 6.676317e-01 5.347960e-01 -2.592571e-04
2.556757e-01 4.992653e-02 5.667124e-01 8.155622e-01 9.230951e-01 3.503276e-01 -1.123775e-04
2.100129e-01 6.057165e-02 6.121016e-01 8.851385e-01 9.616996e-01 1.084105e-01 -2.773211e-04
4.686938e-01 4.013294e-02 7.940258e-01 1.017989e+00 6.046139e-01 7.787242e-01 -1.294711e-04
3.491946e-01 5.658957e-02 5.295205e-01 9.216631e-01 7.369372e-01 7.317541e-01 -2.211041e-04
1.795060e-01 3.646305e-02 8.647901e-01 1.175214e+00 8.783990e-01 4.009451e-01 -7.317878e-05
1.951316e-01 5.523268e-02 6.848850e-01 8.324332e-01 6.879642e-01 7.951761e-01 -1.456271e-04
3.273198e-01 3.532006e-02 7.214845e-01 1.064451e+00 9.465035e-01 9.019109e-02 -2.983632e-04
4.593190e-01 6.140257e-02 5.547457e-01 9.740328e-01 8.133978e-01 4.154680e-01 -5.191950e-05
2.131384e-01 4.180214e-02 8.384407e-01 1.129100e+00 7.704847e-01 7.193310e-01 -2.045799e-04
2.713009e-01 6.869604e-02 7.837314e-01 1.170455e+00 7.072696e-01 9.618089e-01 -3.495426e-05
4.003889e-01 4.825611e-02 6.219061e-01 9.264230e-01 8.518075e-01 1.711338e-01 -1.863878e-04
3.823578e-01 5.470907e-02 8.512487e-01 1.035493e+00 9.819830e-01 3.418520e-01 -9.123504e-05
1.393262e-01 3.458134e-02 5.427673e-01 8.676360e-01 6.280714e-01 5.455224e-01 -2.425978e-04
1.127206e-01 6.331028e-02 8.834901e-01 9.108184e-01 9.018101e-01 6.648395e-01 -6.465083e-06
3.589504e-01 4.349535e-02 5.234166e-01 1.192299e+00 6.572738e-01 4.697178e-01 -1.586175e-04
4.268596e-01 5.947957e-02 7.503242e-01 8.957772e-01 7.780732e-01 5.068427e-02 -1.002552e-04
2.948174e-01 3.997682e-02 6.432039e-01 1.001089e+00 8.319865e-01 8.344413e-01 -2.523366e-04
2.396944e-01 5.061844e-02 5.854132e-01 1.098796e+00 8.965061e-01 5.833678e-01 -1.172754e-04
4.827744e-01 3.008081e-02 8.206638e-01 8.043244e-01 7.379684e-01 3.037649e-01 -2.704737e-04
3.007021e-01 6.663208e-02 6.561523e-01 1.107194e+00 6.204866e-01 2.249301e-01 -6.105858e-05
1.717609e-01 4.640665e-02 7.381078e-01 9.896781e-01 9.634013e-01 9.077709e-01 -2.141815e-04
1.638834e-01 5.239663e-02 8.324275e-01 8.697933e-01 7.199784e-01 8.268162e-01 -4.994250e-05
3.085750e-01 3.189939e-02 5.739470e-01 1.027079e+00 8.644924e-01 5.838485e-02 -1.971717e-04
4.780650e-01 6.606591e-02 7.025083e-01 9.360028e-01 9.938863e-01 4.466248e-01 -1.436616e-04
2.443871e-01 4.588086e-02 6.906822e-01 1.167120e+00 6.399993e-01 6.880079e-01 -2.909616e-04
2.900455e-01 6.399173e-02 5.359737e-01 1.133571e+00 6.752091e-01 9.308940e-01 -8.793409e-05
4.316361e-01 4.421714e-02 8.696680e-01 9.632939e-01 9.338711e-01 2.017315e-01 -2.365341e-04
3.511079e-01 5.750537e-02 6.037104e-01 1.073218e+00 8.015462e-01 3.114203e-01 -3.164166e-05
1.205798e-01 3.804297e-02 7.903106e-01 8.298969e-01 7.585112e-01 5.756371e-01 -1.803173e-04
1.439750e-01 6.922120e-02 6.374785e-01 9.977008e-01 8.838737e-01 6.961167e-01 -9.770023e-05
3.777013e-01 4.882161e-02 7.694332e-01 1.105426e+00 7.252133e-01 4.387577e-01 -2.455085e-04
4.081074e-01 5.289109e-02 5.041405e-01 8.080511e-01 6.085131e-01 8.244468e-02 -3.917163e-06
2.635626e-01 3.280369e-02 8.893918e-01 1.088827e+00 9.515497e-01 8.029981e-01 -1.518008e-04
2.209439e-01 5.716716e-02 7.316003e-01 1.011438e+00 9.144950e-01 5.532991e-01 -5.951652e-05
4.515212e-01 3.729491e-02 6.744808e-01 8.916974e-01 6.699826e-01 3.339999e-01 -2.063564e-04
3.319579e-01 6.068019e-02 8.021697e-01 1.195225e+00 7.900011e-01 1.943782e-01 -1.157264e-04
