#Omega_m                 Omega_b                  h                        n_s                      sigma_8
1.723000000000000087e-01 4.318999999999999923e-02 6.849000000000000643e-01 1.149899999999999922e+00 7.389000000000000012e-01
2.499000000000000110e-01 3.120999999999999816e-02 8.281000000000000583e-01 1.002099999999999991e+00 8.467000000000000082e-01
3.225000000000000089e-01 3.923000000000000098e-02 8.263000000000000345e-01 9.760999999999999677e-01 6.464999999999999636e-01
4.241000000000000325e-01 5.897000000000000852e-02 6.519000000000000350e-01 8.857000000000000428e-01 8.743000000000000771e-01
2.772999999999999909e-01 5.801000000000000600e-02 8.557000000000001272e-01 9.236999999999999655e-01 8.468999999999999861e-01
2.894999999999999796e-01 4.180999999999999994e-02 5.032999999999999696e-01 9.055000000000000826e-01 7.353000000000000647e-01
1.215000000000000108e-01 6.233000000000000346e-02 8.185000000000000053e-01 1.073700000000000099e+00 7.674999999999999600e-01
3.675000000000000488e-01 4.044999999999999984e-02 8.790999999999999925e-01 1.131699999999999928e+00 6.574999999999999734e-01
4.735000000000000320e-01 6.157000000000000667e-02 8.125000000000000000e-01 1.106100000000000083e+00 7.013000000000000345e-01
2.545000000000000040e-01 6.110999999999999766e-02 7.793000000000001037e-01 1.019099999999999895e+00 9.211000000000000298e-01
4.808999999999999941e-01 6.545000000000000817e-02 8.086999999999999744e-01 8.955000000000000737e-01 8.059000000000000608e-01
4.455000000000000071e-01 4.127000000000000113e-02 8.370999999999999552e-01 1.094100000000000072e+00 8.878999999999999115e-01
2.742999999999999883e-01 4.746999999999999831e-02 5.975000000000000311e-01 1.125900000000000123e+00 9.076999999999999513e-01
2.361000000000000321e-01 4.753000000000000280e-02 7.507000000000000339e-01 8.760999999999999899e-01 7.590999999999999970e-01
2.185000000000000275e-01 5.713000000000000023e-02 5.693000000000000282e-01 8.720999999999999863e-01 9.102999999999999980e-01
2.500999999999999890e-01 5.134999999999999981e-02 8.368999999999999773e-01 1.012699999999999934e+00 9.436999999999999833e-01
2.257000000000000117e-01 4.787000000000000283e-02 6.925000000000000044e-01 8.125000000000000000e-01 8.477000000000000091e-01
3.069000000000000061e-01 5.612999999999999934e-02 8.348999999999999755e-01 1.014499999999999957e+00 7.043000000000000371e-01
4.687000000000000055e-01 4.839000000000000246e-02 7.963000000000000078e-01 9.471000000000000529e-01 7.964999999999999858e-01
2.267000000000000126e-01 4.929000000000000048e-02 7.439000000000000057e-01 1.059299999999999908e+00 6.546999999999999487e-01
2.412999999999999867e-01 5.795000000000000151e-02 8.392999999999999350e-01 1.123899999999999899e+00 9.081000000000000183e-01
3.301000000000000600e-01 5.413000000000000450e-02 5.239000000000000323e-01 1.016499999999999959e+00 6.793000000000000149e-01
2.181000000000000161e-01 4.151000000000000523e-02 8.665000000000000480e-01 1.088899999999999979e+00 9.072999999999999954e-01
2.190999999999999892e-01 6.219000000000000916e-02 7.091000000000000636e-01 8.982999999999999874e-01 6.052999999999999492e-01
4.765000000000000346e-01 6.735000000000000708e-02 7.911000000000000254e-01 1.121499999999999941e+00 8.720999999999999863e-01
3.203000000000000291e-01 6.415000000000001257e-02 8.055000000000001048e-01 1.121699999999999919e+00 8.907000000000000473e-01
4.323000000000000176e-01 5.791000000000000314e-02 7.182999999999999385e-01 1.129900000000000126e+00 8.495000000000000329e-01
3.577000000000000179e-01 4.671000000000000152e-02 6.896999999999999797e-01 1.070500000000000007e+00 6.030999999999999694e-01
3.535000000000000364e-01 6.975000000000000644e-02 8.313000000000000389e-01 9.326999999999999735e-01 6.598999999999999311e-01
2.859000000000000430e-01 5.623000000000000220e-02 7.709000000000000297e-01 8.483000000000000540e-01 8.475000000000000311e-01
2.008999999999999952e-01 6.417000000000000481e-02 6.816999999999999726e-01 1.143100000000000005e+00 8.902999999999999803e-01
2.939000000000000501e-01 3.108999999999999958e-02 6.279000000000000137e-01 1.194900000000000073e+00 6.494999999999999662e-01
2.424999999999999933e-01 3.543000000000000316e-02 5.339000000000000412e-01 1.180699999999999861e+00 9.995000000000000551e-01
2.005000000000000115e-01 5.643000000000000099e-02 8.650999999999999801e-01 8.013000000000000123e-01 9.144999999999999796e-01
4.263000000000000123e-01 3.107000000000000040e-02 5.997000000000000108e-01 8.236999999999999877e-01 9.957000000000000295e-01
4.865000000000000435e-01 4.440999999999999809e-02 8.555000000000000382e-01 1.173699999999999966e+00 8.013000000000000123e-01
2.774999999999999689e-01 6.496999999999999997e-02 5.773000000000000353e-01 9.525000000000000133e-01 8.844999999999999529e-01
1.465000000000000191e-01 6.767000000000000792e-02 8.587000000000000188e-01 1.027099999999999902e+00 6.280999999999999917e-01
3.480999999999999650e-01 3.348999999999999894e-02 6.895000000000000018e-01 9.637000000000000011e-01 8.206999999999999851e-01
3.273000000000000353e-01 5.235000000000000764e-02 5.316999999999999504e-01 8.311000000000000609e-01 6.516999999999999460e-01
2.629000000000000226e-01 3.753000000000000086e-02 7.993000000000001215e-01 1.023700000000000054e+00 7.928999999999999382e-01
2.785000000000000253e-01 5.601000000000000423e-02 8.265000000000000124e-01 1.060100000000000042e+00 9.458999999999999631e-01
4.533000000000000362e-01 5.467000000000000332e-02 8.505000000000000338e-01 1.133299999999999974e+00 9.979000000000000092e-01
2.431000000000000105e-01 4.537000000000000061e-02 7.697000000000000508e-01 1.001700000000000035e+00 7.939000000000000501e-01
4.969000000000000083e-01 4.369000000000000661e-02 8.053000000000000158e-01 9.097000000000000641e-01 6.002999999999999448e-01
1.255000000000000004e-01 5.709000000000000186e-02 7.116999999999999993e-01 1.109699999999999909e+00 8.171000000000000485e-01
2.746999999999999997e-01 6.027000000000000413e-02 8.165000000000000036e-01 8.081000000000000405e-01 8.230999999999999428e-01
1.199000000000000066e-01 6.617000000000000659e-02 5.037000000000000366e-01 8.071000000000000396e-01 7.604999999999999538e-01
4.683000000000000496e-01 3.295000000000000012e-02 8.303000000000000380e-01 8.730999999999999872e-01 6.905000000000000027e-01
1.217000000000000026e-01 4.841000000000000858e-02 8.797000000000000375e-01 9.858999999999999986e-01 8.346999999999999975e-01
1.827000000000000290e-01 5.884999999999999953e-02 5.927000000000000046e-01 1.120700000000000029e+00 7.218999999999999861e-01
4.521000000000000574e-01 3.531000000000000111e-02 8.941000000000000059e-01 8.553000000000000602e-01 6.316999999999999282e-01
1.864999999999999991e-01 6.376999999999999336e-02 7.489000000000000101e-01 1.009900000000000020e+00 9.595000000000000195e-01
2.121000000000000107e-01 6.223000000000000059e-02 8.430999999999999606e-01 1.073299999999999921e+00 7.903000000000000025e-01
3.256999999999999895e-01 6.983000000000000318e-02 5.835000000000000187e-01 9.813000000000000611e-01 6.678999999999999382e-01
3.657000000000000250e-01 5.007000000000000339e-02 7.325000000000000400e-01 1.109299999999999953e+00 7.250999999999999668e-01
2.794999999999999707e-01 4.064999999999999863e-02 5.311000000000000165e-01 8.231000000000000538e-01 8.418999999999999817e-01
4.264999999999999902e-01 6.639000000000000457e-02 6.439000000000000279e-01 1.026299999999999990e+00 9.625000000000000222e-01
2.711000000000000076e-01 4.785000000000000364e-02 8.206999999999999851e-01 1.080100000000000060e+00 6.349000000000000199e-01
3.432999999999999940e-01 6.209000000000000630e-02 5.429000000000000492e-01 1.162300000000000111e+00 9.166999999999999593e-01
2.825000000000000289e-01 5.859000000000000319e-02 5.776999999999999913e-01 1.083499999999999908e+00 8.692999999999999616e-01
4.004999999999999671e-01 6.495000000000000773e-02 7.086999999999999966e-01 1.064699999999999980e+00 9.947000000000000286e-01
3.491000000000000214e-01 6.504999999999999671e-02 8.246999999999999886e-01 8.561000000000000831e-01 8.438999999999999835e-01
4.441000000000000503e-01 5.104999999999999816e-02 8.573000000000000620e-01 1.178700000000000081e+00 8.680999999999999828e-01
1.724999999999999867e-01 5.279000000000000359e-02 8.639000000000001123e-01 9.294999999999999929e-01 8.534999999999999254e-01
3.755000000000000560e-01 5.519000000000000294e-02 6.696999999999999620e-01 1.164099999999999913e+00 8.536999999999999034e-01
3.892999999999999794e-01 5.061000000000000221e-02 5.795000000000000151e-01 1.136299999999999866e+00 8.822999999999999732e-01
2.041000000000000036e-01 5.993000000000001104e-02 5.027000000000000357e-01 8.477000000000000091e-01 8.547000000000000153e-01
2.973000000000000087e-01 4.757000000000000117e-02 5.221000000000000085e-01 1.110899999999999999e+00 9.762999999999999456e-01
2.567000000000000393e-01 5.461000000000000576e-02 8.419000000000000927e-01 8.655000000000000471e-01 8.236999999999999877e-01
4.919000000000000039e-01 5.177000000000000351e-02 7.449000000000000066e-01 9.915000000000000480e-01 8.520999999999999686e-01
2.520999999999999908e-01 3.339000000000000301e-02 5.887000000000000011e-01 8.077000000000000846e-01 8.649000000000000021e-01
2.666999999999999926e-01 3.420999999999999736e-02 6.609000000000000430e-01 1.015700000000000047e+00 7.973000000000000087e-01
4.708999999999999853e-01 5.357000000000000650e-02 7.083000000000000407e-01 1.122700000000000031e+00 9.970999999999999863e-01
4.549000000000000821e-01 4.855000000000000288e-02 6.898999999999999577e-01 9.031000000000000139e-01 6.529000000000000359e-01
4.193000000000000060e-01 5.819000000000000561e-02 8.883000000000000895e-01 1.105099999999999971e+00 9.385000000000000009e-01
1.970999999999999974e-01 3.561000000000000276e-02 8.515000000000000346e-01 1.154900000000000038e+00 6.634999999999999787e-01
1.205000000000000099e-01 3.168999999999999595e-02 5.471000000000000307e-01 9.418999999999999595e-01 7.757000000000000561e-01
4.943000000000000727e-01 4.229000000000000120e-02 5.766999999999999904e-01 1.135099999999999998e+00 7.407000000000000250e-01
2.403000000000000136e-01 6.310999999999999943e-02 5.608999999999999542e-01 1.107099999999999973e+00 7.464999999999999414e-01
4.903000000000000691e-01 4.975000000000000255e-02 6.973000000000000309e-01 1.035700000000000065e+00 7.247000000000000108e-01
2.928999999999999937e-01 6.339000000000000190e-02 7.906999999999999584e-01 9.867000000000000215e-01 7.826999999999999513e-01
1.779000000000000026e-01 4.877000000000000779e-02 6.854999999999999982e-01 1.069700000000000095e+00 8.074999999999999956e-01
4.144999999999999796e-01 6.876999999999999780e-02 5.488999999999999435e-01 9.488999999999999657e-01 6.118999999999999995e-01
1.085000000000000131e-01 4.143000000000000155e-02 5.237000000000000544e-01 1.053900000000000059e+00 7.529000000000000137e-01
3.844999999999999529e-01 4.266999999999999960e-02 7.480999999999999872e-01 8.177000000000000934e-01 6.017000000000000126e-01
2.495000000000000273e-01 6.399000000000000521e-02 5.786999999999999922e-01 1.166500000000000092e+00 8.445000000000000284e-01
2.510999999999999899e-01 4.263000000000000123e-02 5.426999999999999602e-01 8.557000000000000162e-01 7.524999999999999467e-01
1.979000000000000203e-01 3.078999999999999793e-02 6.421000000000000041e-01 1.108899999999999997e+00 8.176999999999999824e-01
1.953000000000000291e-01 4.119000000000000439e-02 8.732999999999999652e-01 9.909000000000000030e-01 7.318999999999999950e-01
3.780999999999999917e-01 4.707000000000000073e-02 8.235000000000001208e-01 8.683000000000000718e-01 6.736999999999999655e-01
3.695000000000000506e-01 5.979000000000000981e-02 6.327000000000000401e-01 1.197299999999999809e+00 9.393000000000000238e-01
1.885000000000000009e-01 4.633000000000000312e-02 8.647000000000000242e-01 9.072999999999999954e-01 7.948999999999999400e-01
1.854999999999999982e-01 3.264999999999999847e-02 8.104999999999999982e-01 1.169499999999999984e+00 9.538999999999999702e-01
2.383000000000000118e-01 6.260999999999999899e-02 8.897000000000000464e-01 9.383000000000000229e-01 9.314999999999999947e-01
4.209000000000000519e-01 4.635000000000000231e-02 7.782999999999999918e-01 1.040899999999999936e+00 9.303000000000000158e-01
2.377000000000000224e-01 5.811000000000000887e-02 7.499000000000000110e-01 9.680999999999999606e-01 7.362999999999999545e-01
1.943000000000000282e-01 5.415000000000000369e-02 7.430999999999999828e-01 1.010899999999999910e+00 6.965000000000000080e-01
1.229000000000000092e-01 5.569000000000000339e-02 6.976999999999999869e-01 1.182099999999999929e+00 8.251000000000000556e-01
3.073000000000000176e-01 4.349000000000000088e-02 7.298999999999999932e-01 1.045700000000000074e+00 9.283000000000000140e-01
2.341000000000000303e-01 5.657000000000000917e-02 5.499000000000000554e-01 1.062500000000000000e+00 8.865000000000000657e-01
2.429000000000000048e-01 3.951000000000000345e-02 6.889000000000000679e-01 1.161299999999999999e+00 8.165000000000000036e-01
3.607000000000000206e-01 6.385000000000000397e-02 8.548999999999999932e-01 8.815000000000000613e-01 6.713000000000000078e-01
1.744999999999999885e-01 6.296999999999999820e-02 7.078999999999999737e-01 8.511000000000000787e-01 9.967000000000000304e-01
4.743000000000000549e-01 6.597000000000000086e-02 5.366999999999999549e-01 1.045099999999999918e+00 6.733000000000000096e-01
4.647000000000000020e-01 6.615000000000001434e-02 8.663000000000000700e-01 1.054100000000000037e+00 8.894999999999999574e-01
3.558999999999999941e-01 5.985000000000000736e-02 5.688999999999999613e-01 9.907000000000000250e-01 6.177000000000000268e-01
2.133000000000000174e-01 3.438999999999999696e-02 6.818999999999999506e-01 1.034899999999999931e+00 9.264999999999999902e-01
3.121000000000000441e-01 3.323000000000000259e-02 8.121000000000000441e-01 9.181000000000000272e-01 6.247000000000000330e-01
1.017000000000000126e-01 4.485000000000000098e-02 6.920999999999999375e-01 1.129699999999999926e+00 7.220999999999999641e-01
3.979000000000000314e-01 3.144999999999999879e-02 6.584999999999999742e-01 9.503000000000000336e-01 6.350999999999999979e-01
3.833000000000000851e-01 3.361000000000000099e-02 8.767000000000000348e-01 1.033099999999999907e+00 9.156999999999999584e-01
2.358999999999999986e-01 3.883000000000000340e-02 5.594999999999999973e-01 8.633000000000000673e-01 6.661000000000000254e-01
1.567000000000000060e-01 4.925000000000000211e-02 8.699000000000000066e-01 1.095099999999999962e+00 6.828999999999999515e-01
2.529000000000000137e-01 3.721000000000000002e-02 6.512999999999999901e-01 8.709000000000000075e-01 9.261000000000000343e-01
2.149000000000000077e-01 6.807000000000001938e-02 8.709000000000000075e-01 8.909000000000000252e-01 7.137000000000000011e-01
2.914999999999999813e-01 3.894999999999999851e-02 5.508999999999999453e-01 1.151899999999999924e+00 7.100999999999999535e-01
2.671000000000000041e-01 3.993000000000000022e-02 6.844999999999999973e-01 9.603000000000000425e-01 7.854999999999999760e-01
1.965000000000000080e-01 4.651000000000000967e-02 8.117000000000000881e-01 8.199000000000000732e-01 9.613000000000000433e-01
2.909000000000000474e-01 6.471000000000000363e-02 8.439000000000000945e-01 9.620999999999999552e-01 8.656999999999999140e-01
4.671000000000000707e-01 4.977000000000000174e-02 8.493000000000000549e-01 8.481000000000000760e-01 8.270999999999999464e-01
3.139000000000000679e-01 4.163000000000000034e-02 8.108999999999999542e-01 1.013300000000000090e+00 7.600999999999999979e-01
1.129000000000000004e-01 4.545000000000000429e-02 6.350999999999999979e-01 9.433000000000000274e-01 8.554999999999999272e-01
4.324999999999999956e-01 5.086999999999999855e-02 6.829000000000000625e-01 1.024699999999999944e+00 6.084999999999999298e-01
1.889000000000000123e-01 3.289000000000000257e-02 8.874999999999999556e-01 9.051000000000000156e-01 8.814999999999999503e-01
4.477000000000000979e-01 4.071000000000000313e-02 7.365000000000000435e-01 9.959000000000000075e-01 6.362999999999999767e-01
3.767000000000000348e-01 3.389000000000000346e-02 8.625000000000000444e-01 1.108099999999999863e+00 7.158999999999999808e-01
3.116999999999999771e-01 5.763000000000000067e-02 7.220999999999999641e-01 1.000099999999999989e+00 7.996999999999999664e-01
1.333000000000000018e-01 5.376999999999999835e-02 7.238999999999999879e-01 9.516999999999999904e-01 7.906999999999999584e-01
2.301000000000000267e-01 4.274999999999999634e-02 6.978999999999999648e-01 9.229000000000000536e-01 9.194999999999999840e-01
4.445000000000000062e-01 6.179000000000000464e-02 7.884999999999999787e-01 1.123699999999999921e+00 6.209000000000000075e-01
1.125000000000000028e-01 4.939000000000000334e-02 5.064999999999999503e-01 1.106899999999999995e+00 7.879000000000000448e-01
3.655000000000000471e-01 4.115000000000000602e-02 7.988999999999999435e-01 9.707000000000000073e-01 6.804999999999999938e-01
4.761000000000000787e-01 5.251000000000000806e-02 6.864999999999999991e-01 8.577000000000000179e-01 8.707000000000000295e-01
3.687000000000000277e-01 3.586999999999999911e-02 6.781000000000000361e-01 8.445000000000000284e-01 8.672999999999999599e-01
1.891000000000000181e-01 4.579000000000000431e-02 7.721000000000000085e-01 8.508999999999999897e-01 7.706999999999999407e-01
4.086999999999999522e-01 5.869000000000000605e-02 8.923000000000000931e-01 1.007700000000000040e+00 6.067000000000000171e-01
4.031000000000000139e-01 3.719000000000000083e-02 8.763000000000000789e-01 8.922999999999999821e-01 8.796999999999999265e-01
3.941000000000000059e-01 3.812999999999999723e-02 6.285000000000000586e-01 1.037900000000000045e+00 7.006999999999999895e-01
1.977000000000000146e-01 4.028999999999999942e-02 8.759000000000001229e-01 1.103099999999999969e+00 6.162999999999999590e-01
1.641000000000000236e-01 5.301000000000000156e-02 8.981000000000000094e-01 1.021500000000000075e+00 9.099000000000000421e-01
2.961000000000000298e-01 5.547000000000000541e-02 7.713000000000000966e-01 1.176099999999999923e+00 7.515000000000000568e-01
4.885000000000000453e-01 5.341000000000000608e-02 5.793000000000000371e-01 1.135899999999999910e+00 6.414999999999999591e-01
1.963000000000000023e-01 3.259000000000000091e-02 6.416999999999999371e-01 1.077099999999999946e+00 9.086999999999999522e-01
1.813000000000000167e-01 4.993000000000000216e-02 7.957000000000000739e-01 1.039099999999999913e+00 7.222999999999999421e-01
2.663000000000000367e-01 5.117000000000000715e-02 6.838999999999999524e-01 8.051000000000000378e-01 8.587000000000000188e-01
4.551000000000000600e-01 6.273000000000000798e-02 8.037000000000000810e-01 1.137299999999999978e+00 8.063000000000000167e-01
2.610999999999999988e-01 5.967000000000000082e-02 8.119000000000000661e-01 1.016899999999999915e+00 8.620999999999999774e-01
1.491000000000000103e-01 5.895000000000000240e-02 7.629000000000000226e-01 1.087499999999999911e+00 6.820999999999999286e-01
2.305000000000000382e-01 5.473000000000000087e-02 5.249000000000000332e-01 8.681000000000000938e-01 9.364999999999999991e-01
3.355000000000000204e-01 3.871000000000000135e-02 7.217000000000000082e-01 1.075699999999999878e+00 6.654999999999999805e-01
1.059000000000000080e-01 6.451000000000001178e-02 6.701000000000000290e-01 8.607000000000000206e-01 7.123000000000000442e-01
4.615000000000000213e-01 5.849000000000000726e-02 7.225000000000000311e-01 1.130900000000000016e+00 9.775000000000000355e-01
4.999000000000000110e-01 4.198999999999999955e-02 6.711000000000000298e-01 1.005700000000000038e+00 9.184999999999999831e-01
1.937000000000000111e-01 6.969000000000000195e-02 6.292999999999999705e-01 9.445000000000000062e-01 7.430999999999999828e-01
4.363000000000000211e-01 6.137000000000000788e-02 7.387000000000000233e-01 1.066699999999999982e+00 7.415000000000000480e-01
4.543000000000000371e-01 6.463000000000000689e-02 8.747000000000000330e-01 8.859000000000000208e-01 8.001000000000000334e-01
3.809000000000000163e-01 3.633000000000000118e-02 5.154999999999999583e-01 9.144999999999999796e-01 8.949000000000000288e-01
2.889000000000000457e-01 6.503000000000000447e-02 7.589000000000000190e-01 8.259000000000000785e-01 9.930999999999999828e-01
3.873000000000000886e-01 4.139000000000000318e-02 8.627000000000000224e-01 8.541000000000000814e-01 6.272999999999999687e-01
3.991000000000000103e-01 4.553000000000000103e-02 8.413000000000000478e-01 8.965000000000000746e-01 7.240999999999999659e-01
2.447000000000000286e-01 5.395000000000000490e-02 8.211000000000000520e-01 9.194999999999999840e-01 7.642999999999999794e-01
4.465000000000000080e-01 3.130999999999999756e-02 8.328999999999999737e-01 1.041900000000000048e+00 9.867000000000000215e-01
2.471000000000000141e-01 5.697000000000000675e-02 7.253000000000000558e-01 1.196699999999999875e+00 9.725000000000000311e-01
3.269000000000000239e-01 5.222999999999999865e-02 8.128999999999999559e-01 8.917000000000000481e-01 9.019000000000000350e-01
2.907000000000000139e-01 6.917000000000000925e-02 6.756999999999999673e-01 9.840999999999999748e-01 6.900999999999999357e-01
3.328999999999999737e-01 5.727000000000000840e-02 8.448999999999999844e-01 8.823000000000000842e-01 7.632999999999999785e-01
2.197000000000000064e-01 3.635000000000000037e-02 6.709000000000000519e-01 1.059099999999999930e+00 9.600999999999999535e-01
1.911000000000000199e-01 3.617000000000000076e-02 5.092999999999999750e-01 9.625000000000000222e-01 7.467000000000000304e-01
1.627000000000000113e-01 6.396999999999999909e-02 6.411000000000000032e-01 8.803000000000000824e-01 9.480999999999999428e-01
4.868999999999999995e-01 6.135000000000000175e-02 8.854999999999999538e-01 1.006899999999999906e+00 8.590999999999999748e-01
3.945000000000000728e-01 3.697000000000000286e-02 5.069000000000000172e-01 1.173300000000000010e+00 6.628999999999999337e-01
1.521000000000000130e-01 4.777000000000000690e-02 6.955000000000000071e-01 1.003500000000000059e+00 6.558999999999999275e-01
1.563000000000000222e-01 6.517000000000000570e-02 7.527000000000000357e-01 9.089000000000000412e-01 6.304999999999999494e-01
2.981000000000000316e-01 6.665000000000001479e-02 8.390999999999999570e-01 1.177300000000000013e+00 9.234999999999999876e-01
1.633000000000000007e-01 3.330999999999999933e-02 8.241000000000000547e-01 1.101299999999999946e+00 6.986999999999999877e-01
3.171000000000000485e-01 4.596999999999999698e-02 7.741000000000000103e-01 9.905000000000000471e-01 8.315000000000000169e-01
2.732999999999999874e-01 4.613000000000000433e-02 7.355000000000000426e-01 1.134700000000000042e+00 8.852999999999999758e-01
3.740999999999999881e-01 5.535000000000001030e-02 6.389000000000000234e-01 9.653000000000000469e-01 6.486999999999999433e-01
3.415000000000000258e-01 4.556999999999999940e-02 8.013000000000000123e-01 1.021900000000000031e+00 6.716999999999999638e-01
2.182999999999999940e-01 5.729000000000000759e-02 5.217000000000000526e-01 8.368999999999999773e-01 6.720999999999999197e-01
2.887000000000000122e-01 6.881000000000001005e-02 7.348999999999999977e-01 1.017900000000000027e+00 6.230999999999999872e-01
3.495000000000000329e-01 6.247000000000000469e-02 6.686999999999999611e-01 1.111699999999999910e+00 9.052999999999999936e-01
4.957000000000000295e-01 5.753000000000000475e-02 6.883000000000000229e-01 9.540999999999999481e-01 8.552999999999999492e-01
4.583000000000000407e-01 5.947000000000000897e-02 6.464999999999999636e-01 1.139299999999999979e+00 9.653000000000000469e-01
3.649000000000000021e-01 4.615000000000000352e-02 5.533000000000000140e-01 9.241000000000000325e-01 7.917000000000000703e-01
1.151000000000000079e-01 5.043000000000000260e-02 5.444999999999999840e-01 8.281000000000000583e-01 6.708999999999999408e-01
2.947000000000000175e-01 6.713000000000000911e-02 7.881000000000000227e-01 8.103000000000000203e-01 9.890999999999999792e-01
2.560999999999999943e-01 3.010999999999999788e-02 8.139000000000000679e-01 8.755000000000000560e-01 7.437000000000000277e-01
3.985000000000000764e-01 5.941000000000000447e-02 8.203000000000000291e-01 1.189099999999999824e+00 7.979000000000000536e-01
3.523000000000000576e-01 5.497000000000000497e-02 8.499000000000000998e-01 8.772999999999999687e-01 6.441000000000000059e-01
3.951000000000000068e-01 5.701000000000000512e-02 6.731000000000000316e-01 1.032699999999999951e+00 8.840999999999999970e-01
2.201000000000000179e-01 4.789000000000000201e-02 7.009000000000000785e-01 9.091000000000000192e-01 7.358999999999999986e-01
2.936999999999999611e-01 3.693000000000000449e-02 5.364999999999999769e-01 1.102700000000000014e+00 6.110999999999999766e-01
4.033000000000001029e-01 4.386999999999999927e-02 8.001000000000000334e-01 8.787000000000000366e-01 8.954999999999999627e-01
3.518999999999999906e-01 5.741000000000000270e-02 5.057000000000000384e-01 1.022899999999999920e+00 9.924999999999999378e-01
3.064999999999999947e-01 5.427000000000000574e-02 6.259000000000000119e-01 1.099699999999999900e+00 9.870999999999999774e-01
4.517000000000001014e-01 3.953000000000000264e-02 8.026999999999999691e-01 9.264999999999999902e-01 6.569000000000000394e-01
3.580999999999999739e-01 6.293000000000001370e-02 6.199000000000000066e-01 8.597000000000000197e-01 9.650999999999999579e-01
4.453000000000000291e-01 5.883000000000000729e-02 5.266999999999999460e-01 1.090899999999999981e+00 7.671000000000000041e-01
2.779000000000000359e-01 5.307000000000000606e-02 5.913000000000000478e-01 8.657000000000000250e-01 8.541000000000000814e-01
2.411000000000000087e-01 6.977000000000001256e-02 5.137000000000000455e-01 1.141499999999999959e+00 8.730999999999999872e-01
3.635000000000000453e-01 3.250999999999999723e-02 8.259000000000000785e-01 9.258999999999999453e-01 8.660999999999999810e-01
1.285000000000000031e-01 4.873000000000000942e-02 8.655000000000000471e-01 9.401000000000000467e-01 9.605000000000000204e-01
1.385000000000000120e-01 4.673000000000000764e-02 6.037000000000000144e-01 8.113000000000000211e-01 8.762999999999999678e-01
1.901000000000000190e-01 6.576999999999999513e-02 7.390999999999999792e-01 1.105499999999999927e+00 6.701000000000000290e-01
3.455000000000000293e-01 5.343000000000000527e-02 6.310999999999999943e-01 8.865000000000000657e-01 6.040999999999999703e-01
1.107000000000000067e-01 5.793000000000000926e-02 5.443000000000000060e-01 9.737000000000000099e-01 8.578999999999998849e-01
2.151000000000000412e-01 6.267000000000000348e-02 8.083000000000000185e-01 1.065500000000000114e+00 7.540999999999999925e-01
3.145000000000000018e-01 3.602999999999999953e-02 5.481000000000000316e-01 8.701000000000000956e-01 7.230999999999999650e-01
1.861000000000000154e-01 4.989000000000000379e-02 7.427000000000000268e-01 1.029500000000000082e+00 8.011000000000000343e-01
3.547000000000000153e-01 5.241000000000000519e-02 6.060999999999999721e-01 1.115899999999999892e+00 9.378999999999999559e-01
4.072999999999999954e-01 6.047000000000000985e-02 5.464999999999999858e-01 9.206999999999999629e-01 6.883000000000000229e-01
2.457000000000000017e-01 5.451000000000000290e-02 8.972999999999999865e-01 9.882999999999999563e-01 6.267000000000000348e-01
3.259000000000000785e-01 3.966999999999999693e-02 6.381000000000000005e-01 1.146300000000000097e+00 7.764999999999999680e-01
2.416999999999999982e-01 3.414999999999999980e-02 5.568999999999999506e-01 8.829000000000000181e-01 9.498999999999999666e-01
1.370999999999999996e-01 3.891000000000000014e-02 8.977000000000000535e-01 9.415000000000000036e-01 6.604999999999999760e-01
1.799000000000000044e-01 6.454999999999999627e-02 5.698999999999999622e-01 8.473000000000000531e-01 9.713000000000000522e-01
2.293000000000000316e-01 4.574999999999999900e-02 7.273000000000000576e-01 1.008699999999999930e+00 9.740999999999999659e-01
2.625000000000000111e-01 6.285000000000001696e-02 6.209000000000000075e-01 1.187500000000000000e+00 6.561000000000000165e-01
4.875000000000000444e-01 3.126999999999999919e-02 7.006999999999999895e-01 8.605000000000000426e-01 6.222999999999999643e-01
1.453000000000000125e-01 3.687000000000000000e-02 6.414999999999999591e-01 8.457000000000000073e-01 6.786999999999999700e-01
4.653000000000000469e-01 5.817000000000000642e-02 6.878999999999999559e-01 1.042499999999999982e+00 9.179000000000000492e-01
4.399000000000000687e-01 4.941000000000000253e-02 8.590999999999999748e-01 1.057099999999999929e+00 9.438999999999999613e-01
1.875000000000000000e-01 4.831000000000000572e-02 8.801000000000001044e-01 8.879000000000000226e-01 6.452999999999999847e-01
2.959000000000000519e-01 3.805000000000000049e-02 7.502999999999999670e-01 8.033000000000000140e-01 9.703000000000000513e-01
2.921000000000000263e-01 4.517000000000000182e-02 6.314999999999999503e-01 8.491000000000000769e-01 7.235000000000000320e-01
4.351000000000000423e-01 3.157000000000000084e-02 5.815000000000000169e-01 1.174500000000000099e+00 9.227000000000000757e-01
2.173000000000000209e-01 3.704999999999999960e-02 5.174999999999999600e-01 1.080300000000000038e+00 7.317000000000000171e-01
4.294999999999999929e-01 3.947000000000000508e-02 8.044999999999999929e-01 8.911000000000000032e-01 7.360999999999999766e-01
1.807000000000000273e-01 3.747000000000000330e-02 5.466999999999999638e-01 1.170099999999999918e+00 6.673000000000000043e-01
2.701000000000000068e-01 3.889000000000000096e-02 6.474999999999999645e-01 1.185099999999999820e+00 6.554999999999999716e-01
